,tweet_id,timestamp,text,stage,p1,favorite_count,retweet_count,rating_base_10
178,857263160327368704,2017-04-26 16:00:39+00:00,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,,Samoyed,18864,4153,13.0
181,857029823797047296,2017-04-26 00:33:27+00:00,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,,golden_retriever,17689,3662,12.0
183,856543823941562368,2017-04-24 16:22:16+00:00,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,,Boston_bull,15391,2660,12.0
187,856282028240666624,2017-04-23 23:01:59+00:00,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",,Chihuahua,26099,5809,14.0
190,855857698524602368,2017-04-22 18:55:51+00:00,"HE'S LIKE ""WAIT A MINUTE I'M AN ANIMAL THIS IS AMAZING HI HUMAN I LOVE YOU AS WELL"" 13/10 https://t.co/sb73bV5Y7S",,,11210,1948,13.0
191,855851453814013952,2017-04-22 18:31:02+00:00,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,puppo,flat-coated_retriever,43297,16774,13.0
192,855818117272018944,2017-04-22 16:18:34+00:00,I HEARD HE TIED HIS OWN BOWTIE MARK AND HE JUST WANTS TO SAY HI AND MAYBE A NOGGIN PAT SHOW SOME RESPECT 13/10 https://t.co/5BEjzT2Tth,,,25158,5027,13.0
193,855459453768019968,2017-04-21 16:33:22+00:00,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",,Blenheim_spaniel,28103,7617,12.0
196,854732716440526848,2017-04-19 16:25:34+00:00,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,,Pembroke,21486,5633,12.0
197,854482394044301312,2017-04-18 23:50:52+00:00,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,,Chihuahua,27592,6330,13.0
198,854365224396361728,2017-04-18 16:05:17+00:00,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,,Pembroke,17863,4359,13.0
199,854120357044912130,2017-04-17 23:52:16+00:00,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,pupper,black-and-tan_coonhound,,,14.0
200,854010172552949760,2017-04-17 16:34:26+00:00,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",floofer,English_springer,15384,2929,11.0
201,853760880890318849,2017-04-17 00:03:50+00:00,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,,miniature_pinscher,27081,5367,12.0
202,853639147608842240,2017-04-16 16:00:07+00:00,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13/10 https://t.co/wiQZIsaWUe,,German_shepherd,32809,9322,13.0
205,852912242202992640,2017-04-14 15:51:39+00:00,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",,Great_Dane,8552,1686,12.0
206,852672615818899456,2017-04-13 23:59:28+00:00,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,,golden_retriever,14176,2019,12.0
207,852553447878664193,2017-04-13 16:05:56+00:00,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,,bloodhound,15464,3255,13.0
213,851591660324737024,2017-04-11 00:24:08+00:00,Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously good. 11/10 would pet well https://t.co/BMtfCmNbnS,,Cardigan,15509,3261,11.0
216,850753642995093505,2017-04-08 16:54:09+00:00,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",,pug,29303,8507,11.0
217,850380195714523136,2017-04-07 16:10:12+00:00,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,,Yorkshire_terrier,12515,2439,13.0
220,850019790995546112,2017-04-06 16:18:05+00:00,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,pupper,Shetland_sheepdog,19493,4581,12.0
221,849776966551130114,2017-04-06 00:13:11+00:00,Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12/10 https://t.co/TCMC90mSOT,,Chihuahua,29024,7148,12.0
223,849412302885593088,2017-04-05 00:04:08+00:00,This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,,schipperke,15197,2966,12.0
226,848690551926992896,2017-04-03 00:16:10+00:00,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,,flat-coated_retriever,24140,4084,12.0
227,848324959059550208,2017-04-02 00:03:26+00:00,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,,malamute,23688,4362,12.0
229,848212111729840128,2017-04-01 16:35:01+00:00,"This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",,Bedlington_terrier,15637,2847,6.0
233,847842811428974592,2017-03-31 16:07:33+00:00,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",,Bernese_mountain_dog,5198,1247,12.0
235,847606175596138505,2017-03-31 00:27:14+00:00,This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,,Cardigan,18013,3239,12.0
236,847251039262605312,2017-03-30 00:56:03+00:00,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,,Airedale,19691,4097,12.0
237,847157206088847362,2017-03-29 18:43:12+00:00,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",,Staffordshire_bullterrier,19039,5517,11.0
239,846874817362120707,2017-03-29 00:01:05+00:00,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",,Shetland_sheepdog,19289,3716,13.0
240,846514051647705089,2017-03-28 00:07:32+00:00,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,doggo,golden_retriever,42796,10913,13.0
241,846505985330044928,2017-03-27 23:35:28+00:00,THIS WAS NOT HIS FAULT HE HAD NO IDEA. 11/10 STILL A VERY GOOD DOG https://t.co/GJ8rozumsy,,,13576,2902,11.0
242,846153765933735936,2017-03-27 00:15:53+00:00,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,,giant_schnauzer,30302,8550,13.0
243,846139713627017216,2017-03-26 23:20:02+00:00,SHE DID AN ICY ZOOM AND KNEW WHEN TO PUT ON THE BRAKES 13/10 CANCEL THE GAME THIS IS ALL WE NEED https://t.co/4ctgpGcqAd,,,29836,9569,13.0
244,846042936437604353,2017-03-26 16:55:29+00:00,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,,golden_retriever,15368,2709,12.0
245,845812042753855489,2017-03-26 01:38:00+00:00,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,,Samoyed,28100,8238,13.0
246,845677943972139009,2017-03-25 16:45:08+00:00,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",,chow,24267,4571,12.0
248,845397057150107648,2017-03-24 22:08:59+00:00,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",doggo,Dandie_Dinmont,7334,1689,13.0
249,845306882940190720,2017-03-24 16:10:40+00:00,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,pupper,Irish_water_spaniel,22458,5094,12.0
252,844973813909606400,2017-03-23 18:07:10+00:00,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",,Labrador_retriever,14473,3000,12.0
253,844704788403113984,2017-03-23 00:18:10+00:00,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,,Labrador_retriever,,,13.0
255,844223788422217728,2017-03-21 16:26:50+00:00,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,,Labrador_retriever,13179,2075,12.0
256,843981021012017153,2017-03-21 00:22:10+00:00,HE WAS DOING A SNOOZE NO SHAME IN A SNOOZE 13/10 https://t.co/Gu5wHx3CBd,,,14649,2811,13.0
257,843856843873095681,2017-03-20 16:08:44+00:00,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,,Labrador_retriever,20716,4380,12.0
258,843604394117681152,2017-03-19 23:25:35+00:00,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,,Labrador_retriever,16287,2597,11.0
259,843235543001513987,2017-03-18 22:59:54+00:00,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,,Pembroke,20740,5695,13.0
261,842846295480000512,2017-03-17 21:13:10+00:00,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,,Labrador_retriever,14769,3459,13.0
263,842535590457499648,2017-03-17 00:38:32+00:00,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,,Pembroke,17509,3343,13.0
264,842163532590374912,2017-03-16 00:00:07+00:00,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,,French_bulldog,23589,5512,12.0
265,842115215311396866,2017-03-15 20:48:07+00:00,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,,chow,13515,2881,12.0
267,841680585030541313,2017-03-14 16:01:03+00:00,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",,Chihuahua,24928,7477,12.0
269,841320156043304961,2017-03-13 16:08:50+00:00,"We don't rate penguins, but if we did, this one would get 12/10 https://t.co/cEORXhwZ5K",,,19151,5264,12.0
270,841314665196081154,2017-03-13 15:47:01+00:00,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,,Afghan_hound,15300,4424,13.0
271,841077006473256960,2017-03-13 00:02:39+00:00,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,,Brittany_spaniel,22109,5076,12.0
276,840632337062862849,2017-03-11 18:35:42+00:00,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",,golden_retriever,8701,1676,12.0
278,840268004936019968,2017-03-10 18:27:58+00:00,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,,Chesapeake_Bay_retriever,18616,5471,12.0
279,839990271299457024,2017-03-10 00:04:21+00:00,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,,Staffordshire_bullterrier,13003,2171,13.0
282,839239871831150596,2017-03-07 22:22:32+00:00,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,,Leonberg,26247,6230,13.0
283,838952994649550848,2017-03-07 03:22:35+00:00,SHE MISPLACED HER HOOMAN 13/10 MISTAKES HAPPEN https://t.co/ngAxYLVYHP,,,19054,3830,13.0
284,838921590096166913,2017-03-07 01:17:48+00:00,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,,Border_terrier,10797,1951,13.0
287,838561493054533637,2017-03-06 01:26:54+00:00,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,,kelpie,10635,1271,13.0
288,838476387338051585,2017-03-05 19:48:43+00:00,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,,Great_Pyrenees,21782,4544,13.0
292,838083903487373313,2017-03-04 17:49:08+00:00,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,,chow,17114,2984,13.0
293,837820167694528512,2017-03-04 00:21:08+00:00,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",pupper,golden_retriever,33054,7519,12.0
295,837471256429613056,2017-03-03 01:14:41+00:00,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,,Norwegian_elkhound,12433,2165,12.0
296,837366284874571778,2017-03-02 18:17:34+00:00,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,,American_Staffordshire_terrier,,,13.0
297,837110210464448512,2017-03-02 01:20:01+00:00,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,pupper,Siberian_husky,15584,2264,13.0
305,836260088725786625,2017-02-27 17:01:56+00:00,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,,borzoi,20715,4143,13.0
306,836001077879255040,2017-02-26 23:52:43+00:00,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,,Samoyed,18530,4095,13.0
308,835574547218894849,2017-02-25 19:37:50+00:00,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,,Staffordshire_bullterrier,17313,3466,11.0
311,835297930240217089,2017-02-25 01:18:40+00:00,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,,Rottweiler,16021,2873,12.0
314,835172783151792128,2017-02-24 17:01:22+00:00,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,,Border_collie,25467,5542,12.0
317,834786237630337024,2017-02-23 15:25:23+00:00,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,,Border_terrier,20877,5322,13.0
